Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
2008/10/8,66,76,59,0,,
2008/10/9,71,78,66,0.01,,
2008/10/10,69,73,67,0,,
2008/10/11,64,69,61,0.14,,
2008/10/12,65,73,60,0,,
2008/10/13,65,76,54,0,,
2008/10/14,66,80,55,0,,
2008/10/15,68,80,58,0,,
2008/10/16,68,78,60,0,,
2008/10/17,71,79,64,0,,
2008/10/18,73,81,67,0,,
2008/10/19,73,83,67,0,,
2008/10/20,72,78,67,0,,
2008/10/21,73,80,69,0.16,,
2008/10/22,71,76,69,0,,
2008/10/23,64,69,61,0.09,,
2008/10/24,58,68,48,0,,
2008/10/25,59,64,56,0,,
2008/10/26,61,67,56,0.02,,
2008/10/27,62,73,54,0,,
2008/10/28,63,69,58,0,,
2008/10/29,59,65,57,0.12,,
2008/10/30,61,68,56,0.06,,
2008/10/31,64,69,61,0.17,,
2008/11/1,62,65,59,0,,
2008/11/2,62,67,57,0,,
2008/11/3,63,73,59,0,,
2008/11/4,61,72,55,0,,
2008/11/5,66,78,59,0,,
2008/11/6,64,72,62,0.31,,
2008/11/7,60,63,56,0.58,,
2008/11/8,54,59,51,0.09,,
2008/11/9,50,58,43,0,,
2008/11/10,49,57,44,0,,
2008/11/11,49,60,40,0,,
2008/11/12,51,63,41,0,,
2008/11/13,57,68,49,0,,
2008/11/14,57,69,48,0,,
2008/11/15,58,66,54,0,,
2008/11/16,55,60,52,0,,
2008/11/17,54,61,52,0.01,,
2008/11/18,47,54,39,0,,
2008/11/19,42,52,33,0,,
2008/11/20,42,56,32,0,,
2008/11/21,47,59,35,0,,
2008/11/22,51,56,46,0.01,,
2008/11/23,52,55,51,0.06,,
2008/11/24,51,58,49,0.02,,
2008/11/25,49,59,42,0,,
2008/11/26,47,59,39,0,,
2008/11/27,46,51,41,0,,
2008/11/28,41,53,28,0,,
2008/11/29,45,57,37,0,,
2008/11/30,45,59,36,0,,
2008/12/1,49,66,37,0,,
2008/12/2,51,65,39,0,,
2008/12/3,52,60,44,0,,
2008/12/4,49,54,44,0,,
2008/12/5,34,44,30,0,,
2008/12/6,31,43,20,0,,
2008/12/7,38,55,26,0,,
2008/12/8,47,60,36,0,,
2008/12/9,52,68,41,0,,
2008/12/10,53,72,41,0,,
2008/12/11,46,56,41,0,,
2008/12/12,46,55,39,0,,
2008/12/13,47,53,44,0,,
2008/12/14,41,49,38,0,,
2008/12/15,40,52,31,0,,
2008/12/16,44,59,33,0,,
2008/12/17,47,61,35,0,,
2008/12/18,43,52,35,0,,
2008/12/19,47,60,36,0,,
2008/12/20,47,49,43,0,,
2008/12/21,38,48,29,0.12,,
2008/12/22,24,29,18,0,,
2008/12/23,30,41,19,0,,
2008/12/24,40,50,35,0,,
2008/12/25,38,48,32,0,,
2008/12/26,38,44,27,0,,
2008/12/27,44,49,37,0,,
2008/12/28,46,47,45,0.56,,
2008/12/29,41,45,38,0.03,,
2008/12/30,37,44,31,0,,
2008/12/31,33,40,28,0,,
2009/1/1,29,36,26,0,,
2009/1/2,30,40,22,0,,
2009/1/3,35,39,31,0,,
2009/1/4,36,39,34,0.22,,
2009/1/5,39,42,36,0,,
2009/1/6,35,41,33,0.44,,
2009/1/7,36,41,32,0.1,,
2009/1/8,34,36,31,0,,
2009/1/9,33,36,30,0,,
2009/1/10,29,38,21,0,,
2009/1/11,33,45,23,0,,
2009/1/12,29,36,23,0,,
2009/1/13,29,41,19,0,,
2009/1/14,32,44,22,0,,
2009/1/15,31,42,23,0,,
2009/1/16,38,53,29,0,,
2009/1/17,42,53,31,0,,
2009/1/18,45,55,39,0,,
2009/1/19,41,48,34,0,,
2009/1/20,44,50,38,0.08,,
2009/1/21,45,51,42,0.21,,
2009/1/22,45,58,39,0,,
2009/1/23,28,41,24,0,,
2009/1/24,25,33,18,0,,
2009/1/25,29,43,19,0,,
2009/1/26,35,45,28,0,,
2009/1/27,37,52,27,0,,
2009/1/28,44,57,32,0,,
2009/1/29,47,49,46,0.11,,
2009/1/30,44,46,42,0.09,,
2009/1/31,40,50,34,0,,
2009/2/1,45,55,37,0,,
2009/2/2,46,48,44,0.09,,
2009/2/3,45,47,44,0,,
2009/2/4,47,51,43,0.03,,
2009/2/5,45,54,35,0,,
2009/2/6,48,54,44,0,,
2009/2/7,48,51,46,0,,
2009/2/8,48,54,44,0,,
2009/2/9,46,51,42,0.1,,
2009/2/10,47,65,33,0,,
2009/2/11,55,71,43,0,,
2009/2/12,64,82,50,0,,
2009/2/13,59,71,50,0.01,,
2009/2/14,47,55,40,0,,
2009/2/15,45,49,41,0.36,,
2009/2/16,38,41,34,0.2,,
2009/2/17,40,45,37,0.09,,
2009/2/18,39,43,35,0.2,,
2009/2/19,41,42,40,0.77,,
2009/2/20,42,49,38,0,,
2009/2/21,45,55,35,0,,
2009/2/22,46,50,45,0.7,,
2009/2/23,42,45,40,0.07,,
2009/2/24,44,46,42,0.83,,
2009/2/25,40,45,38,0.27,,
2009/2/26,36,39,35,0.44,,
2009/2/27,36,38,35,0.28,,
2009/2/28,40,45,36,0,,
2009/3/1,43,46,39,0,,
2009/3/2,39,45,35,0.41,,
2009/3/3,37,40,34,0.02,,
2009/3/4,39,44,33,0,,
2009/3/5,44,45,42,0.09,,
2009/3/6,44,53,35,0,,
2009/3/7,41,46,37,0,,
2009/3/8,45,55,36,0,,
2009/3/9,53,68,42,0,,
2009/3/10,53,62,48,0,,
2009/3/11,49,56,44,0,,
2009/3/12,49,53,47,0.33,,
2009/3/13,46,51,42,0.11,,
2009/3/14,45,56,31,0,,
2009/3/15,52,68,37,0,,
2009/3/16,58,72,45,0,,
2009/3/17,63,77,49,0,,
2009/3/18,66,78,57,0,,
2009/3/19,65,78,56,0,,
2009/3/20,56,66,46,0,,
2009/3/21,57,63,53,0.52,,
2009/3/22,55,62,51,0.09,,
2009/3/23,43,51,42,0.03,,
2009/3/24,47,59,36,0,,
2009/3/25,48,58,37,0,,
2009/3/26,54,67,42,0,,
2009/3/27,49,59,45,0.13,,
2009/3/28,47,50,44,0.17,,
2009/3/29,50,58,45,0,,
2009/3/30,51,60,40,0,,
2009/3/31,48,55,45,0,,
2009/4/1,46,56,35,0,,
2009/4/2,47,55,39,0,,
2009/4/3,54,63,49,0,,
2009/4/4,53,56,51,0.17,,
2009/4/5,57,68,48,0,,
2009/4/6,60,72,47,0,,
2009/4/7,62,74,52,0,,
2009/4/8,63,74,51,0,,
2009/4/9,63,75,53,0,,
2009/4/10,63,76,51,0,,
2009/4/11,66,78,55,0,,
2009/4/12,69,80,60,0,,
2009/4/13,63,71,61,1.15,,
2009/4/14,66,78,54,0,,
2009/4/15,67,85,58,0,,
2009/4/16,53,58,51,0,,
2009/4/17,58,70,48,0,,
2009/4/18,67,79,55,0,,
2009/4/19,66,71,63,0.42,,
2009/4/20,63,66,60,0.24,,
2009/4/21,65,77,52,0,,
2009/4/22,68,77,59,0,,
2009/4/23,63,72,59,0.07,,
2009/4/24,61,67,56,0.28,,
2009/4/25,62,70,57,0,,
2009/4/26,61,70,47,0,,
2009/4/27,62,72,50,0,,
2009/4/28,66,80,52,0,,
2009/4/29,69,82,59,0,,
2009/4/30,69,80,58,0,,
2009/5/1,73,84,65,0,,
2009/5/2,64,73,62,0.44,,
2009/5/3,66,77,55,0,,
2009/5/4,67,78,52,0,,
2009/5/5,68,78,58,0,,
2009/5/6,70,81,58,0,,
2009/5/7,72,87,60,0,,
2009/5/8,76,90,59,0,,
2009/5/9,78,93,64,0,,
2009/5/10,81,95,67,0,,
2009/5/11,82,92,70,0,,
2009/5/12,69,83,65,0.27,,
2009/5/13,69,79,62,0,,
2009/5/14,65,70,61,0,,
2009/5/15,75,89,66,0,,
2009/5/16,62,79,60,0.81,,
2009/5/17,68,77,60,0,,
2009/5/18,71,81,64,0,,
2009/5/19,73,84,61,0,,
2009/5/20,65,76,63,0.31,,
2009/5/21,68,79,60,0,,
2009/5/22,75,89,61,0,,
2009/5/23,68,79,65,0,,
2009/5/24,70,84,59,0,,
2009/5/25,66,75,62,0.37,,
2009/5/26,70,80,62,0,,
2009/5/27,73,83,61,0,,
2009/5/28,75,86,65,0,,
2009/5/29,76,86,67,0,,
2009/5/30,79,87,69,0,,
2009/5/31,79,87,68,0,,
2009/6/1,78,90,65,0,,
2009/6/2,74,81,70,0,,
2009/6/3,76,90,64,0,,
2009/6/4,80,92,68,0,,
2009/6/5,78,93,68,0,,
2009/6/6,76,88,64,0.3,,
2009/6/7,81,92,72,0,,
2009/6/8,73,84,71,0.43,,
2009/6/9,71,76,68,1.15,,
2009/6/10,78,87,71,0,,
2009/6/11,80,87,73,0,,
2009/6/12,78,82,76,0,,
2009/6/13,80,90,69,0,,
2009/6/14,75,90,66,0.68,,
2009/6/15,77,88,67,0.2,,
2009/6/16,80,89,73,0,,
2009/6/17,81,90,74,0,,
2009/6/18,84,94,77,0,,
2009/6/19,85,96,76,0,,
2009/6/20,87,93,81,0,,
2009/6/21,84,96,79,0.27,,
2009/6/22,83,92,78,0.03,,
2009/6/23,83,93,74,0,,
2009/6/24,85,97,76,0,,
2009/6/25,87,97,78,0,,
2009/6/26,78,88,76,0,,
2009/6/27,84,96,72,0,,
2009/6/28,88,94,81,0,,
2009/6/29,79,87,76,0.24,,
2009/6/30,73,79,70,3.34,,
2009/7/1,77,87,69,0,,
2009/7/2,79,89,70,1.39,,
2009/7/3,81,90,71,0,,
2009/7/4,82,90,74,0,,
2009/7/5,81,88,76,0,,
2009/7/6,83,88,78,0.07,,
2009/7/7,79,87,76,5.32,,
2009/7/8,85,95,78,0,,
2009/7/9,88,95,83,0,,
2009/7/10,81,86,78,0,,
2009/7/11,87,97,78,0,,
2009/7/12,85,91,81,0,,
2009/7/13,87,97,79,0,,
2009/7/14,86,94,81,0.02,,
2009/7/15,84,89,80,0,,
2009/7/16,87,96,80,0,,
2009/7/17,91,99,82,0,,
2009/7/18,90,97,83,0,,
2009/7/19,90,97,83,0,,
2009/7/20,91,98,85,0,,
2009/7/21,88,98,78,3.09,,
2009/7/22,76,79,73,5.61,,
2009/7/23,80,86,75,0.62,,
2009/7/24,78,86,73,0.01,,
2009/7/25,79,85,73,0,,
2009/7/26,80,87,74,0,,
2009/7/27,76,80,72,0.33,,
2009/7/28,73,79,69,1.15,,
2009/7/29,76,81,71,0,,
2009/7/30,75,78,74,1.48,,
2009/7/31,77,82,74,0.01,,
2009/8/1,77,83,72,0.93,,
2009/8/2,78,84,75,0,,
2009/8/3,76,78,74,0,,
2009/8/4,78,83,74,0.03,,
2009/8/5,81,89,77,0,,
2009/8/6,80,86,76,0,,
2009/8/7,81,87,77,0,,
2009/8/8,83,90,79,0.01,,
2009/8/9,81,88,80,0,,
2009/8/10,77,80,76,1.3,,
2009/8/11,78,81,75,0.74,,
2009/8/12,82,91,75,0,,
2009/8/13,81,86,78,0,,
2009/8/14,83,91,76,0,,
2009/8/15,83,90,79,0,,
2009/8/16,83,89,77,0,,
2009/8/17,85,92,79,0,,
2009/8/18,86,93,80,0,,
2009/8/19,88,97,80,0,,
2009/8/20,87,98,79,0.03,,
2009/8/21,82,94,78,0.13,,
2009/8/22,85,93,79,0,,
2009/8/23,84,91,78,0,,
2009/8/24,82,90,78,0,,
2009/8/25,83,92,76,0,,
2009/8/26,88,98,80,0,,
2009/8/27,86,94,79,0,,
2009/8/28,82,89,77,0,,
2009/8/29,75,81,68,0.18,,
2009/8/30,66,68,62,0.28,,
2009/8/31,68,71,65,0.41,,
2009/9/1,74,80,70,0.01,,
2009/9/2,79,86,74,0,,
2009/9/3,78,86,72,0,,
2009/9/4,80,88,74,0,,
2009/9/5,81,89,75,0,,
2009/9/6,82,90,76,0,,
2009/9/7,79,87,74,0,,
2009/9/8,74,79,71,0,,
2009/9/9,73,80,70,0,,
2009/9/10,74,83,69,0,,
2009/9/11,78,89,71,0,,
2009/9/12,72,78,69,0,,
2009/9/13,73,82,66,0,,
2009/9/14,74,83,69,0,,
2009/9/15,70,75,68,0.38,,
2009/9/16,71,75,69,0.13,,
2009/9/17,71,74,68,2.02,,
2009/9/18,71,74,69,0.55,,
2009/9/19,74,82,66,0,,
2009/9/20,74,82,68,0,,
2009/9/21,68,73,65,0.84,,
2009/9/22,69,76,66,0,,
2009/9/23,72,80,65,0,,
2009/9/24,76,85,71,0,,
2009/9/25,74,78,71,0.11,,
2009/9/26,72,78,68,0.02,,
2009/9/27,73,79,70,0,,
2009/9/28,73,78,70,0,,
2009/9/29,71,74,69,0,,
2009/9/30,73,79,69,0,,
2009/10/1,74,82,70,0,,
2009/10/2,72,83,64,0,,
2009/10/3,72,82,65,0,,
2009/10/4,71,83,61,0,,
2009/10/5,72,83,63,0,,
2009/10/6,72,82,63,0,,
2009/10/7,70,78,64,0,,
2009/10/8,69,76,64,0,,
2009/10/9,67,71,65,0,,
2009/10/10,69,76,62,0,,
2009/10/11,68,74,61,0.02,,
2009/10/12,66,69,62,0.03,,
2009/10/13,67,75,61,0.07,,
2009/10/14,65,74,57,0,,
2009/10/15,64,76,52,0,,
2009/10/16,67,79,59,0,,
2009/10/17,67,76,55,0,,
2009/10/18,65,77,52,0,,
2009/10/19,66,73,61,0,,
2009/10/20,63,77,51,0,,
2009/10/21,69,81,56,0,,
2009/10/22,70,80,62,0,,
2009/10/23,68,79,61,0,,
2009/10/24,68,79,60,0,,
2009/10/25,65,77,59,0,,
2009/10/26,64,76,60,0,,
2009/10/27,66,72,60,0,,
2009/10/28,67,76,62,0,,
2009/10/29,69,79,62,0,,
2009/10/30,72,79,66,0.01,,
2009/10/31,71,85,61,0,,
2009/11/1,57,63,53,0.2,,
2009/11/2,46,57,40,0,,
2009/11/3,44,55,32,0,,
2009/11/4,53,69,43,0,,
2009/11/5,58,72,50,0,,
2009/11/6,62,76,51,0,,
2009/11/7,66,74,61,0,,
2009/11/8,68,79,61,0,,
2009/11/9,66,71,62,0.47,,
2009/11/10,51,65,46,1.47,,
2009/11/11,47,51,44,0.07,,
2009/11/12,47,54,40,0.46,,
2009/11/13,39,41,37,0.13,,
2009/11/14,42,47,39,0,,
2009/11/15,42,44,38,0.14,,
2009/11/16,33,39,32,1.19,,
2009/11/17,32,36,30,0.13,,
2009/11/18,33,38,28,0,,
2009/11/19,39,45,34,0,,
2009/11/20,41,47,39,0,,
2009/11/21,42,50,35,0,,
2009/11/22,43,55,33,0,,
2009/11/23,47,62,36,0,,
2009/11/24,51,67,43,0,,
2009/11/25,52,61,45,0,,
2009/11/26,50,53,47,0,,
2009/11/27,49,52,45,0.02,,
2009/11/28,43,46,41,0.17,,
2009/11/29,39,42,37,0.04,,
2009/11/30,40,46,37,0,,
2009/12/1,42,54,33,0,,
2009/12/2,41,45,38,0,,
2009/12/3,42,50,37,0,,
2009/12/4,43,53,33,0,,
2009/12/5,42,49,36,0,,
2009/12/6,42,50,34,0,,
2009/12/7,48,54,41,0,,
2009/12/8,49,52,47,0.23,,
2009/12/9,47,48,45,0.07,,
2009/12/10,48,50,46,0.33,,
2009/12/11,48,51,45,0,,
2009/12/12,47,50,46,0.44,,
2009/12/13,41,48,39,0.46,,
2009/12/14,43,47,39,0.1,,
2009/12/15,39,43,36,1.46,,
2009/12/16,38,44,33,0,,
2009/12/17,38,43,35,0,,
2009/12/18,33,38,30,0,,
2009/12/19,32,38,25,0,,
2009/12/20,33,40,27,0,,
2009/12/21,32,43,22,0,,
2009/12/22,39,54,30,0,,
2009/12/23,44,56,33,0,,
2009/12/24,50,56,46,0,,
2009/12/25,43,50,36,0,,
2009/12/26,33,39,28,0,,
2009/12/27,32,35,31,0,,
2009/12/28,30,40,23,0,,
2009/12/29,36,47,28,0,,
2009/12/30,38,48,32,0,,
2009/12/31,33,40,28,0,,
2010/1/1,38,51,28,0,,
2010/1/2,43,55,34,0,,
2010/1/3,41,52,34,0,,
2010/1/4,38,42,32,0,,
2010/1/5,28,34,23,0,,
2010/1/6,31,40,25,0,,
2010/1/7,30,38,22,0,,
2010/1/8,34,41,28,0,,
2010/1/9,38,48,30,0,,
2010/1/10,36,42,33,0.1,,
2010/1/11,33,36,31,0,,
2010/1/12,33,43,22,0,,
2010/1/13,27,38,22,0,,
2010/1/14,34,51,22,0,,
2010/1/15,38,44,29,0,,
2010/1/16,38,43,34,0,,
2010/1/17,41,52,33,0,,
2010/1/18,46,60,36,0,,
2010/1/19,53,65,42,0,,
2010/1/20,54,59,49,0,,
2010/1/21,34,49,31,0.06,,
2010/1/22,34,41,29,0,,
2010/1/23,37,44,32,0,,
2010/1/24,37,45,29,0.03,,
2010/1/25,40,47,36,0.04,,
2010/1/26,37,47,28,0,,
2010/1/27,43,46,41,0.12,,
2010/1/28,43,52,34,0,,
2010/1/29,44,54,36,0,,
2010/1/30,47,51,44,0.04,,
2010/1/31,47,49,46,0.36,,
2010/2/1,42,47,40,0.11,,
2010/2/2,40,43,37,0,,
2010/2/3,40,45,35,0,,
2010/2/4,42,47,38,0,,
2010/2/5,43,46,39,0,,
2010/2/6,43,46,40,0.05,,
2010/2/7,45,48,41,0.06,,
2010/2/8,50,56,45,0,,
2010/2/9,50,54,48,1.33,,
2010/2/10,40,49,35,0.61,,
2010/2/11,30,36,28,1.43,,
2010/2/12,27,32,23,0,,
2010/2/13,29,35,22,0,,
2010/2/14,33,35,31,0.5,,
2010/2/15,34,36,33,0,,
2010/2/16,32,38,25,0.02,,
2010/2/17,35,42,28,0,,
2010/2/18,36,46,28,0,,
2010/2/19,39,51,28,0,,
2010/2/20,44,58,33,0,,
2010/2/21,49,66,37,0,,
2010/2/22,54,71,42,0,,
2010/2/23,56,68,46,0,,
2010/2/24,61,76,51,0,,
2010/2/25,60,72,47,0,,
2010/2/26,45,47,43,0.37,,
2010/2/27,45,50,42,0.06,,
2010/2/28,51,60,44,0,,
2010/3/1,43,53,40,0.3,,
2010/3/2,40,44,38,0.1,,
2010/3/3,40,42,37,0.89,,
2010/3/4,41,44,40,0.05,,
2010/3/5,42,43,40,0.7,,
2010/3/6,36,42,32,0.27,,
2010/3/7,37,45,31,0,,
2010/3/8,35,41,32,0.11,,
2010/3/9,32,35,31,0.22,,
2010/3/10,36,46,25,0,,
2010/3/11,44,60,32,0,,
2010/3/12,57,73,42,0,,
2010/3/13,51,62,44,0,,
2010/3/14,52,58,48,0.06,,
2010/3/15,50,59,43,0.04,,
2010/3/16,51,61,42,0,,
2010/3/17,54,69,43,0,,
2010/3/18,47,58,41,0,,
2010/3/19,63,85,45,0,,
2010/3/20,65,75,59,0,,
2010/3/21,54,61,46,0,,
2010/3/22,54,63,51,0,,
2010/3/23,45,52,43,1.58,,
2010/3/24,43,45,42,0.24,,
2010/3/25,47,58,41,0.01,,
2010/3/26,45,56,33,0,,
2010/3/27,49,58,44,0,,
2010/3/28,55,68,43,0,,
2010/3/29,53,60,45,0,,
2010/3/30,52,55,50,0.02,,
2010/3/31,58,66,52,0.04,,
2010/4/1,53,61,47,2.78,,
2010/4/2,51,61,42,0,,
2010/4/3,53,61,45,0,,
2010/4/4,55,66,46,0,,
2010/4/5,61,75,49,0,,
2010/4/6,54,65,49,0,,
2010/4/7,50,57,37,0,,
2010/4/8,48,53,42,0,,
2010/4/9,53,65,44,0,,
2010/4/10,57,67,50,0,,
2010/4/11,52,56,51,1.21,,
2010/4/12,53,57,49,0.04,,
2010/4/13,49,56,45,0.44,,
2010/4/14,42,48,38,0.26,,
2010/4/15,44,48,37,0,,
2010/4/16,49,61,38,0,,
2010/4/17,57,70,46,0,,
2010/4/18,57,62,53,0.21,,
2010/4/19,63,68,57,0.84,,
2010/4/20,61,65,59,0.13,,
2010/4/21,55,59,51,1.52,,
2010/4/22,55,63,49,0.06,,
2010/4/23,60,69,51,0,,
2010/4/24,59,68,50,0,,
2010/4/25,57,66,51,0.01,,
2010/4/26,60,69,54,0.27,,
2010/4/27,62,70,54,0,,
2010/4/28,59,64,55,0.03,,
2010/4/29,59,74,44,0,,
2010/4/30,65,76,50,0,,
2010/5/1,69,84,56,0,,
2010/5/2,75,90,62,0,,
2010/5/3,79,93,66,0,,
2010/5/4,76,86,69,0,,
2010/5/5,71,77,68,0.26,,
2010/5/6,72,79,65,0,,
2010/5/7,68,78,59,0,,
2010/5/8,65,70,61,0.03,,
2010/5/9,58,62,54,0.03,,
2010/5/10,65,75,55,0,,
2010/5/11,69,82,58,0,,
2010/5/12,71,81,61,0,,
2010/5/13,65,73,62,0,,
2010/5/14,61,64,59,0,,
2010/5/15,65,70,61,0,,
2010/5/16,69,76,65,0,,
2010/5/17,72,77,67,0.37,,
2010/5/18,70,74,68,0.03,,
2010/5/19,73,83,63,0,,
2010/5/20,75,85,63,0,,
2010/5/21,71,79,67,0.37,,
2010/5/22,66,71,61,0.96,,
2010/5/23,63,72,59,0.1,,
2010/5/24,74,86,61,0,,
2010/5/25,76,87,67,0,,
2010/5/26,74,83,68,0,,
2010/5/27,76,83,69,0,,
2010/5/28,68,77,66,0.06,,
2010/5/29,69,76,66,0,,
2010/5/30,72,84,62,0,,
2010/5/31,72,79,65,0,,
2010/6/1,70,77,64,0,,
2010/6/2,70,79,63,0,,
2010/6/3,69,77,62,0,,
2010/6/4,71,82,62,0.13,,
2010/6/5,72,80,66,0.47,,
2010/6/6,74,84,65,0,,
2010/6/7,74,85,65,0,,
2010/6/8,70,79,64,0.09,,
2010/6/9,65,68,63,1.58,,
2010/6/10,67,71,66,0.07,,
2010/6/11,71,76,66,0,,
2010/6/12,75,84,67,0,,
2010/6/13,77,87,68,0,,
2010/6/14,76,83,72,0,,
2010/6/15,78,89,66,0,,
2010/6/16,80,89,72,0,,
2010/6/17,81,89,75,0,,
2010/6/18,84,92,75,0,,
2010/6/19,86,94,81,0,,
2010/6/20,81,89,74,0,,
2010/6/21,79,88,72,0,,
2010/6/22,81,89,72,0,,
2010/6/23,83,93,75,0,,
2010/6/24,79,86,74,0,,
2010/6/25,78,86,72,0,,
2010/6/26,77,84,71,0,,
2010/6/27,80,88,73,0,,
2010/6/28,81,88,77,0,,
2010/6/29,82,92,75,0.09,,
2010/6/30,86,94,79,0,,
2010/7/1,91,99,83,0,,
2010/7/2,90,96,87,0,,
2010/7/3,86,92,80,1.09,,
2010/7/4,85,92,81,0.16,,
2010/7/5,81,85,78,0.94,,
2010/7/6,83,92,76,0,,
2010/7/7,85,93,79,0,,
2010/7/8,82,87,77,0,,
2010/7/9,82,88,78,0,,
2010/7/10,81,86,78,0.14,,
2010/7/11,77,81,75,0.21,,
2010/7/12,76,78,75,4.35,,
2010/7/13,76,78,73,0.7,,
2010/7/14,79,86,73,0,,
2010/7/15,77,81,75,0.04,,
2010/7/16,78,81,75,2.06,,
2010/7/17,82,89,77,0.66,,
2010/7/18,84,93,78,0,,
2010/7/19,84,94,76,0.02,,
2010/7/20,85,96,78,0.17,,
2010/7/21,83,90,78,0,,
2010/7/22,83,94,75,2.47,,
2010/7/23,83,89,75,0.02,,
2010/7/24,84,90,80,0,,
2010/7/25,84,90,79,0,,
2010/7/26,83,90,78,0,,
2010/7/27,83,89,77,0,,
2010/7/28,83,91,76,0,,
2010/7/29,86,96,80,0.47,,
2010/7/30,87,96,81,0,,
2010/7/31,87,95,79,0,,
2010/8/1,91,98,84,0,,
2010/8/2,92,99,85,0,,
2010/8/3,92,101,83,0,,
2010/8/4,93,100,86,0,,
2010/8/5,91,98,85,0,,
2010/8/6,86,96,79,0.08,,
2010/8/7,86,92,80,0,,
2010/8/8,85,92,78,0,,
2010/8/9,86,94,78,0,,
2010/8/10,88,97,80,0,,
2010/8/11,89,97,81,0,,
2010/8/12,94,101,87,0,,
2010/8/13,94,101,87,0,,
2010/8/14,93,101,87,0,,
2010/8/15,86,97,80,0.5,,
2010/8/16,79,82,75,0.76,,
2010/8/17,83,92,77,0.07,,
2010/8/18,87,96,79,0,,
2010/8/19,87,94,80,0,,
2010/8/20,86,95,78,0,,
2010/8/21,87,95,79,0,,
2010/8/22,89,97,81,0,,
2010/8/23,83,92,78,0.85,,
2010/8/24,83,95,75,1.74,,
2010/8/25,80,84,77,0,,
2010/8/26,75,78,73,0.28,,
2010/8/27,72,74,70,1.22,,
2010/8/28,75,81,71,0.09,,
2010/8/29,78,87,71,0,,
2010/8/30,80,86,74,0,,
2010/8/31,81,87,74,0.02,,
2010/9/1,82,90,77,0,,
2010/9/2,80,86,78,0.88,,
2010/9/3,79,89,76,0.88,,
2010/9/4,77,83,74,0.71,,
2010/9/5,81,90,75,0,,
2010/9/6,82,90,77,0.01,,
2010/9/7,82,89,77,0.71,,
2010/9/8,83,89,79,0,,
2010/9/9,80,87,77,0,,
2010/9/10,81,89,76,0.35,,
2010/9/11,76,78,75,0.02,,
2010/9/12,77,82,75,0,,
2010/9/13,77,82,73,0,,
2010/9/14,73,77,69,1.5,,
2010/9/15,77,85,72,0,,
2010/9/16,78,85,72,0,,
2010/9/17,78,86,72,0,,
2010/9/18,78,86,71,0,,
2010/9/19,81,89,73,0,,
2010/9/20,84,91,78,0,,
2010/9/21,86,96,78,0,,
2010/9/22,65,86,60,1.44,,
2010/9/23,65,74,60,0.04,,
2010/9/24,69,76,60,0,,
2010/9/25,69,73,67,0,,
2010/9/26,65,68,63,0.34,,
2010/9/27,67,72,64,0.16,,
2010/9/28,69,73,65,0.01,,
2010/9/29,63,68,60,0.08,,
2010/9/30,64,75,56,0,,
2010/10/1,67,73,61,0,,
2010/10/2,66,69,65,0.73,,
2010/10/3,67,76,62,0,,
2010/10/4,64,76,55,0,,
2010/10/5,64,77,54,0,,
2010/10/6,67,76,58,0,,
2010/10/7,66,73,62,0,,
2010/10/8,67,77,60,0,,
2010/10/9,67,78,58,0,,
2010/10/10,69,78,63,0,,
2010/10/11,68,70,67,0.01,,
2010/10/12,67,71,65,0.01,,
2010/10/13,63,68,59,0.13,,
2010/10/14,62,66,61,0.03,,
2010/10/15,62,72,54,0,,
2010/10/16,63,76,55,0,,
2010/10/17,67,78,59,0,,
2010/10/18,67,74,61,0,,
2010/10/19,68,76,62,0,,
2010/10/20,67,74,62,0,,
2010/10/21,64,72,56,0,,
2010/10/22,65,74,55,0,,
2010/10/23,63,67,60,0.29,,
2010/10/24,65,70,60,0.07,,
2010/10/25,59,67,54,0,,
2010/10/26,51,60,48,0,,
2010/10/27,49,59,45,0,,
2010/10/28,50,60,42,0,,
2010/10/29,54,63,46,0,,
2010/10/30,55,66,47,0,,
2010/10/31,54,67,44,0,,
2010/11/1,56,69,47,0,,
2010/11/2,55,58,50,0,,
2010/11/3,53,62,47,0,,
2010/11/4,54,66,45,0,,
2010/11/5,55,67,45,0,,
2010/11/6,57,69,50,0,,
2010/11/7,59,72,47,0,,
2010/11/8,57,66,50,0,,
2010/11/9,53,68,41,0,,
2010/11/10,60,76,47,0,,
2010/11/11,59,67,52,0,,
2010/11/12,56,69,43,0,,
2010/11/13,61,75,51,0,,
2010/11/14,55,62,51,0.04,,
2010/11/15,49,53,47,0.26,,
2010/11/16,48,51,45,0,,
2010/11/17,45,55,37,0,,
2010/11/18,51,62,43,0,,
2010/11/19,53,65,46,0,,
2010/11/20,54,68,43,0,,
2010/11/21,56,65,48,0,,
2010/11/22,50,60,43,0,,
2010/11/23,48,56,43,0,,
2010/11/24,51,59,43,0,,
2010/11/25,49,58,41,0,,
2010/11/26,50,62,41,0,,
2010/11/27,52,65,42,0,,
2010/11/28,52,60,47,0,,
2010/11/29,53,68,43,0,,
2010/11/30,53,67,44,0,,
2010/12/1,54,69,44,0,,
2010/12/2,58,70,48,0,,
2010/12/3,48,58,40,0,,
2010/12/4,51,67,41,0,,
2010/12/5,55,71,44,0,,
2010/12/6,50,58,43,0,,
2010/12/7,42,49,36,0,,
